 ,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,0.006,6.139,0.035,0.331,0.124,0.058,13.001,0.641,0.129,4331,37,14.490,0.062,2.150,0.465,0.894
2,0.012,9.353,0.086,0.516,0.145,0.109,31.216,0.583,0.157,6615,82,38.820,0.120,1.334,0.749,0.860
3,0.007,5.532,0.075,0.364,0.131,0.069,121.249,0.672,0.131,3922,10,127.606,0.073,1.900,0.526,0.907
4,2.046E-4,7.158,0.019,0.053,0.018,0.015,167.749,0.932,0.019,5097,12,167.005,0.015,1.211,0.826,0.900
5,0.003,5.457,0.053,0.207,0.066,0.058,128.823,0.879,0.069,3870,25,142.431,0.060,1.155,0.865,0.965
6,3.363E-4,5.808,0.035,0.068,0.022,0.019,156.600,0.903,0.024,4133,21,166.759,0.021,1.147,0.872,0.900
7,3.029E-4,7.018,0.038,0.069,0.026,0.015,43.636,0.802,0.028,4997,34,45.000,0.016,1.775,0.563,0.909
8,0.052,2.197,0.206,1.039,0.376,0.176,58.779,0.606,0.384,1475,251,51.667,0.198,2.130,0.469,0.894
9,0.005,8.052,0.082,0.285,0.095,0.069,157.508,0.796,0.098,5708,47,158.199,0.074,1.383,0.723,0.933
10,0.004,8.708,0.084,0.252,0.075,0.062,170.372,0.731,0.084,6179,61,172.278,0.068,1.209,0.827,0.878
11,0.004,3.560,0.075,0.255,0.098,0.050,168.572,0.740,0.099,2506,37,158.499,0.050,1.968,0.508,0.969
12,5.547E-4,3.238,0.068,0.092,0.032,0.022,49.805,0.824,0.035,2302,58,58.241,0.023,1.484,0.674,0.929
13,4.662E-4,6.016,0.066,0.081,0.028,0.021,161.004,0.895,0.029,4281,41,144.782,0.021,1.318,0.758,0.931
14,0.006,3.817,0.106,0.311,0.096,0.083,50.399,0.813,0.106,2697,108,60.725,0.087,1.147,0.872,0.945
15,0.006,4.908,0.110,0.340,0.101,0.079,170.432,0.680,0.107,3462,63,146.725,0.088,1.272,0.786,0.913
16,7.494E-4,8.963,0.089,0.111,0.042,0.023,155.993,0.767,0.042,6377,56,145.784,0.024,1.838,0.544,0.919
17,0.036,7.185,0.152,0.971,0.358,0.127,14.116,0.475,0.366,5010,130,13.077,0.159,2.819,0.355,0.866
18,4.406E-4,9.060,0.101,0.080,0.029,0.019,14.580,0.863,0.030,6451,77,19.290,0.020,1.493,0.670,0.929
19,0.020,5.354,0.170,0.592,0.178,0.143,163.765,0.718,0.187,3750,103,167.425,0.153,1.246,0.803,0.915
20,0.050,8.442,0.196,0.996,0.320,0.198,5.536,0.631,0.339,5902,183,9.034,0.200,1.612,0.620,0.916
21,0.003,9.813,0.133,0.204,0.068,0.053,118.516,0.846,0.072,6987,70,121.535,0.054,1.280,0.781,0.965
22,0.004,10.651,0.140,0.295,0.106,0.053,23.671,0.640,0.120,7553,120,21.181,0.061,1.989,0.503,0.908
23,0.025,9.977,0.207,0.926,0.230,0.137,148.917,0.363,0.240,7039,97,149.094,0.172,1.671,0.598,0.776
24,0.015,9.662,0.196,0.713,0.220,0.089,32.694,0.379,0.221,6834,196,38.830,0.101,2.473,0.404,0.842
25,4.229E-4,2.526,0.133,0.080,0.031,0.017,2.263,0.821,0.032,1790,98,12.804,0.018,1.762,0.567,0.905
26,0.075,4.752,0.297,2.044,0.422,0.226,141.700,0.226,0.498,3224,161,151.557,0.307,1.865,0.536,0.762
27,2.518E-4,11.047,0.146,0.057,0.019,0.017,128.472,0.963,0.020,7873,98,123.690,0.018,1.155,0.865,0.921
28,0.001,0.970,0.169,0.149,0.056,0.033,116.695,0.806,0.056,680,104,123.690,0.033,1.710,0.585,0.950
29,0.009,8.705,0.222,0.544,0.154,0.073,129.158,0.377,0.166,6183,105,122.211,0.091,2.093,0.478,0.813
30,0.003,3.682,0.178,0.217,0.064,0.055,59.464,0.738,0.075,2610,151,57.200,0.058,1.156,0.865,0.894
31,0.005,1.094,0.199,0.279,0.083,0.071,58.753,0.750,0.098,772,173,70.017,0.076,1.174,0.852,0.894
32,0.008,9.477,0.212,0.364,0.126,0.078,107.653,0.733,0.132,6755,108,97.352,0.082,1.624,0.616,0.938
33,2.419E-4,4.196,0.164,0.058,0.020,0.016,120.761,0.910,0.021,2987,111,126.870,0.016,1.264,0.791,0.932
34,0.013,11.021,0.237,0.569,0.176,0.093,44.039,0.498,0.189,7808,198,32.863,0.111,1.899,0.527,0.837
35,0.008,8.927,0.212,0.411,0.150,0.069,13.464,0.603,0.145,6314,159,3.888,0.074,2.169,0.461,0.893
36,0.031,6.590,0.302,0.807,0.258,0.152,116.272,0.596,0.289,4629,125,129.485,0.164,1.697,0.589,0.886
37,0.007,9.306,0.236,0.508,0.136,0.063,139.302,0.329,0.145,6588,141,128.313,0.084,2.138,0.468,0.697
38,3.265E-4,5.057,0.211,0.067,0.023,0.018,25.820,0.913,0.025,3598,155,33.690,0.018,1.225,0.816,0.951
39,0.019,3.464,0.297,0.866,0.194,0.126,49.292,0.323,0.226,2407,273,41.219,0.154,1.533,0.652,0.772
40,3.875E-4,2.445,0.229,0.078,0.030,0.016,107.970,0.791,0.030,1740,153,103.392,0.017,1.855,0.539,0.908
41,0.008,9.176,0.301,0.402,0.156,0.065,81.270,0.618,0.162,6535,270,81.027,0.071,2.391,0.418,0.913
42,2.734E-4,10.298,0.240,0.062,0.024,0.015,30.778,0.881,0.025,7335,176,30.964,0.016,1.640,0.610,0.911
43,0.003,6.351,0.264,0.214,0.069,0.059,132.468,0.879,0.072,4508,171,127.093,0.060,1.164,0.859,0.967
44,0.004,7.627,0.276,0.282,0.114,0.041,10.711,0.580,0.118,5396,210,15.195,0.047,2.794,0.358,0.902
45,0.005,1.420,0.291,0.285,0.102,0.058,143.183,0.714,0.112,978,187,141.116,0.063,1.765,0.567,0.933
46,2.557E-4,5.466,0.267,0.058,0.022,0.015,142.124,0.940,0.023,3890,186,150.255,0.016,1.464,0.683,0.922
47,0.027,10.383,0.348,0.735,0.255,0.135,176.864,0.631,0.271,7305,268,6.537,0.145,1.883,0.531,0.915
48,9.854E-4,1.927,0.305,0.121,0.042,0.030,44.905,0.847,0.044,1360,226,26.565,0.031,1.397,0.716,0.936
49,0.008,1.357,0.340,0.394,0.141,0.073,157.137,0.655,0.147,925,214,150.255,0.080,1.939,0.516,0.908
50,0.006,4.404,0.334,0.362,0.131,0.059,166.609,0.583,0.137,3098,223,160.267,0.066,2.213,0.452,0.869
51,0.017,8.631,0.414,0.771,0.239,0.090,83.647,0.356,0.238,6140,378,83.920,0.109,2.669,0.375,0.788
52,0.062,2.428,0.497,1.461,0.405,0.194,117.369,0.363,0.413,1632,239,122.232,0.228,2.087,0.479,0.800
53,0.004,7.582,0.336,0.226,0.072,0.064,164.605,0.894,0.075,5381,232,163.610,0.065,1.139,0.878,0.967
54,0.005,5.195,0.335,0.306,0.114,0.057,174.597,0.690,0.113,3666,228,168.551,0.062,1.989,0.503,0.907
55,0.011,0.637,0.394,0.457,0.162,0.087,95.382,0.668,0.168,441,336,83.766,0.091,1.859,0.538,0.915
56,0.003,10.845,0.344,0.245,0.075,0.056,57.753,0.694,0.076,7731,271,82.614,0.061,1.354,0.739,0.908
57,0.004,7.409,0.349,0.281,0.090,0.059,146.387,0.665,0.098,5259,220,129.174,0.068,1.528,0.654,0.867
58,0.014,3.881,0.380,0.502,0.158,0.113,135.508,0.701,0.171,2730,224,139.653,0.115,1.397,0.716,0.923
59,2.360E-4,4.210,0.330,0.055,0.019,0.015,150.911,0.969,0.021,2995,232,151.699,0.016,1.254,0.797,0.930
