Starttime;15.03.2019 13:52:11
Triggertime;13:52:21.535815200000000 
TriggerSample;5189657
Samplerate;1250000 Hz
Blocklength;1844

Kanal;A1 (0.A1);A2 (0.A2);A3 (0.A3);A4 (0.A4);
Zeit;Signal;Signal;Signal;Signal;
s;V;V;V;V;


-4,15172560e00;11,8750e-03;-625,000e-06;-625,000e-06;16,8750e-03
-4,15172480e00;5,62500e-03;-3,12500e-03;625,000e-06;14,3750e-03
-4,15172400e00;-1,25000e-03;1,87500e-03;3,12500e-03;1,25000e-03
-4,15172320e00;1,87500e-03;-1,87500e-03;3,12500e-03;-3,12500e-03
-4,15172240e00;1,25000e-03;4,37500e-03;5,62500e-03;7,50000e-03
-4,15172160e00;-3,12500e-03;625,000e-06;4,37500e-03;4,37500e-03
-4,15172080e00;3,75000e-03;4,37500e-03;1,00000e-02;-4,37500e-03
-4,15172000e00;12,5000e-03;3,12500e-03;3,12500e-03;1,25000e-03
-4,15171920e00;8,12500e-03;8,75000e-03;1,87500e-03;8,12500e-03
-4,15171840e00;8,75000e-03;-625,000e-06;3,75000e-03;6,25000e-03
-4,15171760e00;6,87500e-03;1,25000e-03;11,8750e-03;625,000e-06
-4,15171680e00;5,62500e-03;6,25000e-03;9,37500e-03;4,37500e-03
-4,15171600e00;-2,50000e-03;6,87500e-03;9,37500e-03;12,5000e-03
-4,15171520e00;3,12500e-03;7,50000e-03;3,75000e-03;6,25000e-03
-4,15171440e00;9,37500e-03;11,8750e-03;625,000e-06;-2,50000e-03
-4,15171360e00;4,37500e-03;8,75000e-03;3,12500e-03;1,25000e-03
-4,15171280e00;8,75000e-03;3,75000e-03;3,12500e-03;625,000e-06
-4,15171200e00;6,87500e-03;13,1250e-03;5,62500e-03;12,5000e-03
-4,15171120e00;5,62500e-03;10,6250e-03;625,000e-06;15,0000e-03
-4,15171040e00;14,3750e-03;8,12500e-03;-4,37500e-03;15,0000e-03
-4,15170960e00;8,75000e-03;9,37500e-03;-1,25000e-03;6,87500e-03
-4,15170880e00;10,6250e-03;5,00000e-03;6,87500e-03;5,62500e-03
-4,15170800e00;3,75000e-03;11,2500e-03;4,37500e-03;1,25000e-03
-4,15170720e00;13,1250e-03;5,00000e-03;3,75000e-03;5,62500e-03
-4,15170640e00;11,8750e-03;3,12500e-03;7,50000e-03;1,00000e-02
-4,15170560e00;6,25000e-03;0,00000e00;10,6250e-03;1,87500e-03
-4,15170480e00;5,00000e-03;625,000e-06;10,6250e-03;-3,75000e-03
-4,15170400e00;625,000e-06;-4,37500e-03;11,2500e-03;-6,87500e-03
-4,15170320e00;3,75000e-03;0,00000e00;3,75000e-03;-3,12500e-03
-4,15170240e00;6,25000e-03;8,12500e-03;2,50000e-03;-6,25000e-03
-4,15170160e00;1,00000e-02;1,00000e-02;11,2500e-03;625,000e-06
-4,15170080e00;5,00000e-03;3,12500e-03;10,6250e-03;-2,50000e-03
-4,15170000e00;-6,87500e-03;1,87500e-03;6,25000e-03;5,00000e-03
-4,15169920e00;7,50000e-03;8,75000e-03;5,62500e-03;6,25000e-03
-4,15169840e00;6,25000e-03;8,12500e-03;6,25000e-03;2,50000e-03
-4,15169760e00;-625,000e-06;3,75000e-03;-3,12500e-03;-3,12500e-03
-4,15169680e00;6,25000e-03;1,87500e-03;-2,50000e-03;9,37500e-03
-4,15169600e00;8,75000e-03;625,000e-06;-1,25000e-03;9,37500e-03
-4,15169520e00;8,12500e-03;11,2500e-03;3,12500e-03;8,12500e-03
-4,15169440e00;11,8750e-03;13,1250e-03;3,12500e-03;6,25000e-03
-4,15169360e00;8,75000e-03;1,87500e-03;5,62500e-03;5,62500e-03
-4,15169280e00;13,7500e-03;-625,000e-06;9,37500e-03;4,37500e-03
-4,15169200e00;13,1250e-03;1,87500e-03;10,6250e-03;5,62500e-03
-4,15169120e00;13,1250e-03;0,00000e00;4,37500e-03;3,12500e-03
-4,15169040e00;2,50000e-03;-1,25000e-03;7,50000e-03;3,12500e-03
-4,15168960e00;-4,37500e-03;0,00000e00;2,50000e-03;5,62500e-03
-4,15168880e00;13,1250e-03;1,87500e-03;7,50000e-03;8,12500e-03
-4,15168800e00;13,7500e-03;2,50000e-03;8,12500e-03;15,6250e-03
-4,15168720e00;13,7500e-03;4,37500e-03;8,12500e-03;-3,75000e-03
-4,15168640e00;16,8750e-03;5,62500e-03;3,75000e-03;2,50000e-03
-4,15168560e00;7,50000e-03;5,62500e-03;8,75000e-03;11,2500e-03
-4,15168480e00;625,000e-06;5,62500e-03;4,37500e-03;0,00000e00
-4,15168400e00;2,50000e-03;3,12500e-03;5,62500e-03;5,00000e-03
-4,15168320e00;1,87500e-03;8,75000e-03;1,00000e-02;7,50000e-03
-4,15168240e00;2,50000e-03;15,6250e-03;5,62500e-03;8,75000e-03
-4,15168160e00;7,50000e-03;11,8750e-03;0,00000e00;11,2500e-03
-4,15168080e00;-1,25000e-03;2,50000e-03;-5,62500e-03;7,50000e-03
-4,15168000e00;3,12500e-03;-3,75000e-03;8,75000e-03;625,000e-06
-4,15167920e00;14,3750e-03;625,000e-06;6,87500e-03;3,75000e-03
-4,15167840e00;11,2500e-03;10,6250e-03;2,50000e-03;4,37500e-03
-4,15167760e00;3,12500e-03;11,8750e-03;6,25000e-03;4,37500e-03
-4,15167680e00;6,25000e-03;6,87500e-03;2,50000e-03;625,000e-06
-4,15167600e00;3,12500e-03;8,12500e-03;10,6250e-03;-4,37500e-03
-4,15167520e00;-4,37500e-03;6,25000e-03;7,50000e-03;3,75000e-03
