 	Area	X	Y	Perim.	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	0.002	18.418	0.048	0.144	0.048	0.044	104.508	0.991	0.052	3795	6	131.186	0.044	1.096	0.913	0.909
2	3.056E-4	12.193	0.088	0.058	0.021	0.018	45.000	1.000	0.024	2513	20	36.870	0.019	1.159	0.863	0.897
3	1.426	2.871	0.946	5.107	1.511	1.201	117.283	0.687	1.654	640	21	92.015	1.228	1.259	0.794	0.943
4	1.410E-4	8.036	0.199	0.037	0.016	0.011	0.000	1.000	0.017	1656	40	146.310	0.010	1.500	0.667	1.000
5	7.052E-5	2.529	0.298	0.033	0.016	0.005	90.000	0.809	0.015	521	60	108.435	0.005	3.000	0.333	1.000
6	0.500	19.311	0.899	3.072	1.171	0.544	113.913	0.666	1.158	3920	82	121.827	0.559	2.152	0.465	0.955
7	0.883	7.749	0.911	4.033	1.371	0.821	12.256	0.682	1.361	1484	274	34.256	0.858	1.671	0.599	0.929
8	0.942	5.240	0.942	3.928	1.197	1.002	163.413	0.767	1.252	960	219	13.660	0.987	1.195	0.837	0.967
9	7.052E-5	12.358	0.554	0.027	0.011	0.008	135.000	1.000	0.014	2548	113	135.000	0.010	1.464	0.683	0.857
10	0.350	21.060	0.954	2.512	0.949	0.469	142.171	0.696	0.955	4270	131	140.977	0.461	2.022	0.495	0.950
11	7.052E-4	19.520	0.623	0.092	0.032	0.028	90.000	1.000	0.035	4025	125	105.945	0.029	1.118	0.894	0.882
12	0.497	13.644	1.106	2.856	0.895	0.707	54.747	0.765	0.986	2767	315	68.356	0.686	1.267	0.789	0.966
13	0.497	9.818	1.216	3.097	1.246	0.508	84.153	0.651	1.183	2027	371	84.593	0.515	2.454	0.407	0.952
14	0.569	15.938	1.063	3.145	1.087	0.666	36.937	0.723	1.128	3189	267	24.362	0.657	1.633	0.612	0.957
15	4.231E-4	18.038	0.750	0.071	0.025	0.022	115.406	1.000	0.028	3719	152	120.964	0.024	1.130	0.885	0.857
16	0.145	0.606	0.983	1.802	0.736	0.250	17.548	0.560	0.753	55	224	19.952	0.276	2.938	0.340	0.928
17	0.101	17.705	1.001	1.267	0.402	0.319	7.919	0.788	0.426	3612	228	33.871	0.317	1.262	0.792	0.954
18	0.399	11.761	1.211	2.680	0.967	0.525	176.050	0.698	1.005	2324	236	171.401	0.528	1.840	0.543	0.950
19	9.403E-5	15.365	1.188	0.027	0.011	0.011	0.000	1.000	0.014	3168	244	135.000	0.010	1.000	1.000	1.000
20	6.347E-4	9.457	1.741	0.091	0.032	0.025	90.000	0.967	0.035	1949	356	105.945	0.024	1.286	0.777	0.900
21	1.410E-4	15.346	1.850	0.037	0.016	0.011	90.000	1.000	0.017	3164	380	123.690	0.010	1.500	0.667	1.000
22	0.308	17.329	2.338	2.262	0.804	0.489	16.651	0.757	0.794	3502	515	27.661	0.490	1.645	0.608	0.965
23	0.547	7.088	2.612	3.142	1.021	0.682	153.318	0.696	1.075	1400	453	140.492	0.706	1.496	0.669	0.949
24	0.111	18.921	2.317	1.371	0.499	0.284	16.283	0.744	0.522	3854	492	16.750	0.303	1.758	0.569	0.952
25	0.304	12.745	2.576	2.575	0.855	0.453	149.078	0.576	0.936	2541	533	166.827	0.493	1.887	0.530	0.897
26	0.203	20.851	2.413	2.123	0.841	0.307	161.993	0.565	0.836	4210	477	170.319	0.334	2.745	0.364	0.912
27	0.374	5.168	2.657	2.610	0.989	0.482	138.118	0.690	0.993	985	488	145.146	0.493	2.054	0.487	0.951
28	0.393	2.226	2.565	2.726	0.956	0.523	151.197	0.665	0.961	379	468	132.138	0.519	1.827	0.547	0.945
29	0.008	8.299	2.292	0.376	0.136	0.077	168.980	0.737	0.151	1696	471	165.069	0.082	1.762	0.568	0.918
30	0.379	11.024	2.529	2.898	1.141	0.423	13.257	0.567	1.166	2149	539	6.209	0.443	2.698	0.371	0.950
31	0.153	14.442	2.537	1.616	0.510	0.382	56.497	0.736	0.574	2938	567	54.968	0.418	1.337	0.748	0.945
32	4.702E-4	7.585	2.309	0.077	0.026	0.023	159.090	0.994	0.031	1562	474	141.340	0.024	1.165	0.858	0.889
33	0.358	8.844	2.549	2.782	1.101	0.414	171.403	0.581	1.075	1718	510	169.603	0.427	2.660	0.376	0.919
34	0.103	15.883	2.502	1.332	0.430	0.304	175.566	0.727	0.452	3233	499	170.740	0.302	1.416	0.706	0.936
35	0.002	5.494	2.396	0.155	0.053	0.043	116.507	0.930	0.057	1131	489	109.983	0.046	1.222	0.819	0.884
36	0.113	0.601	2.601	1.450	0.569	0.253	151.649	0.676	0.574	71	515	159.727	0.266	2.252	0.444	0.949
37	7.758E-4	15.331	2.470	0.098	0.036	0.028	124.070	1.000	0.039	3160	506	119.745	0.029	1.281	0.781	0.904
38	0.066	3.790	2.858	1.005	0.337	0.249	85.979	0.821	0.342	772	623	74.389	0.247	1.352	0.740	0.954
39	0.003	8.414	2.751	0.212	0.079	0.048	96.324	0.832	0.080	1733	560	104.036	0.048	1.660	0.602	0.924
40	0.455	19.033	3.438	2.679	0.869	0.668	51.106	0.798	0.891	3845	760	35.248	0.685	1.301	0.768	0.960
41	6.582E-4	7.501	3.075	0.091	0.031	0.027	64.202	1.000	0.035	1545	637	56.310	0.029	1.122	0.892	0.889
42	0.079	11.762	3.348	1.256	0.469	0.214	72.352	0.628	0.478	2409	734	77.093	0.226	2.188	0.457	0.936
43	2.821E-4	5.453	3.117	0.058	0.020	0.018	109.805	1.000	0.024	1123	641	126.870	0.019	1.135	0.881	0.857
44	1.175E-4	9.937	3.251	0.041	0.012	0.012	0.000	0.873	0.015	2049	669	108.435	0.014	1.000	1.000	0.714
45	0.284	17.439	3.535	2.159	0.673	0.538	175.124	0.765	0.707	3540	678	141.402	0.520	1.251	0.799	0.954
46	0.048	13.590	3.484	0.970	0.380	0.160	104.769	0.637	0.405	2792	679	101.041	0.168	2.371	0.422	0.942
47	0.253	20.602	3.517	2.230	0.845	0.381	174.944	0.639	0.873	4161	727	178.727	0.392	2.216	0.451	0.933
