 ,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,2.041E-4,2.585,0.012,0.053,0.018,0.015,148.316,0.928,0.019,1848,8,162.897,0.015,1.192,0.839,0.917
2,2.177E-4,4.260,0.012,0.055,0.019,0.014,56.821,0.904,0.021,3052,15,61.699,0.016,1.348,0.742,0.911
3,1.574E-4,6.829,0.010,0.045,0.015,0.013,28.544,0.991,0.016,4893,9,19.983,0.014,1.108,0.903,0.920
4,4.295E-4,9.302,0.014,0.077,0.025,0.022,11.554,0.903,0.027,6663,14,30.466,0.022,1.124,0.889,0.942
5,0.006,3.382,0.046,0.307,0.097,0.073,10.504,0.748,0.104,2391,26,162.784,0.076,1.329,0.753,0.926
6,1.652E-4,8.220,0.014,0.045,0.015,0.014,4.661,1.000,0.016,5891,8,160.017,0.014,1.101,0.908,0.929
7,2.546E-4,1.792,0.020,0.063,0.023,0.014,81.715,0.818,0.024,1282,23,76.759,0.015,1.618,0.618,0.894
8,7.327E-4,11.032,0.023,0.101,0.034,0.028,23.212,0.903,0.035,7902,20,16.260,0.029,1.209,0.827,0.940
9,1.632E-4,5.616,0.018,0.047,0.017,0.013,156.389,0.943,0.018,4023,11,161.565,0.014,1.322,0.757,0.898
10,0.001,5.951,0.037,0.160,0.051,0.026,97.811,0.503,0.057,4267,8,102.680,0.031,1.970,0.508,0.769
11,4.139E-4,2.895,0.024,0.074,0.024,0.022,167.062,0.958,0.026,2071,10,130.601,0.021,1.132,0.883,0.953
12,2.351E-4,1.179,0.023,0.078,0.027,0.011,155.990,0.486,0.029,836,11,150.945,0.015,2.412,0.415,0.733
13,0.001,5.985,0.034,0.159,0.048,0.029,26.295,0.532,0.053,4277,32,18.435,0.035,1.678,0.596,0.801
14,1.108E-4,5.632,0.022,0.038,0.013,0.011,50.297,0.967,0.014,4036,18,23.962,0.012,1.145,0.874,0.891
15,1.205E-4,7.258,0.022,0.040,0.014,0.011,55.581,0.951,0.015,5205,21,73.301,0.012,1.191,0.839,0.892
16,3.343E-4,2.504,0.026,0.069,0.024,0.018,4.452,0.875,0.025,1787,17,170.538,0.018,1.384,0.722,0.915
17,2.935E-4,3.324,0.026,0.064,0.022,0.017,9.919,0.914,0.024,2378,24,35.538,0.015,1.353,0.739,0.968
18,3.537E-4,6.816,0.036,0.083,0.025,0.018,80.251,0.644,0.032,4886,36,72.350,0.020,1.393,0.718,0.811
19,1.555E-4,7.368,0.028,0.045,0.017,0.012,72.701,0.944,0.018,5283,26,71.565,0.013,1.393,0.718,0.920
20,0.003,7.925,0.046,0.205,0.069,0.048,174.461,0.778,0.071,5661,39,10.204,0.051,1.433,0.698,0.925
21,4.489E-4,5.528,0.031,0.080,0.029,0.020,174.311,0.872,0.030,3955,21,171.870,0.020,1.470,0.680,0.937
22,0.009,7.512,0.103,0.488,0.159,0.068,97.777,0.448,0.176,5375,141,85.914,0.082,2.338,0.428,0.771
23,3.012E-4,8.262,0.034,0.068,0.025,0.015,83.063,0.816,0.026,5923,33,71.565,0.015,1.631,0.613,0.906
24,4.081E-4,1.689,0.033,0.078,0.028,0.018,8.685,0.843,0.030,1201,26,10.784,0.020,1.557,0.642,0.897
25,1.555E-4,4.898,0.032,0.045,0.016,0.013,132.684,0.944,0.017,3510,18,124.992,0.014,1.251,0.799,0.899
26,1.263E-4,5.151,0.031,0.040,0.013,0.012,52.262,1.000,0.014,3691,25,29.055,0.013,1.099,0.910,0.929
27,3.479E-4,5.034,0.040,0.076,0.029,0.015,54.101,0.747,0.031,3604,37,54.162,0.017,1.941,0.515,0.884
28,0.002,4.656,0.052,0.181,0.057,0.049,171.523,0.834,0.059,3319,37,9.462,0.048,1.177,0.850,0.943
29,0.001,6.490,0.044,0.138,0.045,0.034,164.158,0.785,0.046,4642,22,136.219,0.035,1.342,0.745,0.913
30,2.196E-4,3.899,0.039,0.055,0.020,0.014,64.650,0.912,0.021,2794,35,66.801,0.015,1.450,0.690,0.919
31,3.245E-4,4.493,0.040,0.067,0.023,0.018,49.431,0.900,0.024,3219,36,59.036,0.020,1.242,0.805,0.920
32,1.555E-4,5.642,0.036,0.044,0.016,0.013,177.627,1.000,0.016,4042,24,160.017,0.013,1.220,0.819,0.936
