 	Area	X	Y	Perim.	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	0.003	19.461	0.614	0.185	0.061	0.057	45.003	1.000	0.067	2203	71	23.199	0.062	1.066	0.938	0.875
2	0.955	30.592	1.282	4.895	1.527	0.796	144.213	0.501	1.600	3395	96	139.022	0.859	1.917	0.522	0.917
3	1.567	25.692	1.536	5.321	1.639	1.217	65.354	0.696	1.859	2882	275	61.368	1.335	1.347	0.742	0.950
4	0.903	27.901	1.349	4.204	1.556	0.739	149.807	0.642	1.545	3077	129	156.801	0.761	2.104	0.475	0.925
5	2.096	17.326	1.717	6.384	1.752	1.524	98.650	0.646	1.920	1895	95	123.763	1.680	1.150	0.870	0.922
6	1.959	22.989	1.524	6.490	2.579	0.967	160.066	0.584	2.660	2466	127	159.222	1.055	2.666	0.375	0.931
7	2.865	10.909	2.018	7.300	2.562	1.423	3.478	0.676	2.704	1065	253	176.260	1.553	1.800	0.556	0.962
8	4.667E-4	13.529	1.239	0.068	0.030	0.020	90.000	1.000	0.032	1533	139	123.690	0.018	1.500	0.667	1.000
9	1.769	19.864	1.794	5.800	2.062	1.092	3.114	0.661	2.084	2139	189	177.331	1.122	1.888	0.530	0.945
10	4.667E-4	21.872	1.424	0.068	0.030	0.020	90.000	1.000	0.032	2479	160	123.690	0.018	1.500	0.667	1.000
11	0.001	1.746	1.537	0.123	0.044	0.036	117.990	1.000	0.051	196	172	120.964	0.035	1.234	0.810	0.889
12	0.001	18.895	1.553	0.130	0.042	0.040	0.000	0.985	0.047	2141	174	111.801	0.044	1.044	0.957	0.850
13	0.004	27.554	1.573	0.250	0.100	0.052	155.713	0.827	0.107	3119	176	155.556	0.061	1.923	0.520	0.876
14	1.783	13.830	2.160	6.106	2.361	0.962	169.826	0.601	2.312	1441	207	160.390	1.009	2.455	0.407	0.922
15	7.778E-5	30.290	1.636	0.025	0.010	0.010	0.000	1.000	0.012	3434	185	135.000	0.009	1.000	1.000	1.000
16	0.002	18.767	1.702	0.165	0.056	0.050	0.000	1.000	0.064	2125	191	146.310	0.053	1.131	0.884	0.875
17	0.001	30.466	1.733	0.145	0.066	0.029	173.736	0.879	0.067	3451	195	156.801	0.026	2.298	0.435	0.950
18	2.451	7.278	2.358	7.054	2.560	1.219	179.431	0.619	2.617	675	250	173.809	1.191	2.101	0.476	0.950
19	3.650	3.365	2.575	8.768	3.327	1.397	176.318	0.597	3.303	191	292	171.091	1.470	2.381	0.420	0.939
20	0.002	7.495	2.977	0.165	0.062	0.043	7.665	0.967	0.067	846	339	23.199	0.044	1.434	0.697	0.885
21	0.964	26.576	3.512	4.301	1.463	0.839	4.234	0.655	1.635	2923	394	176.289	0.896	1.744	0.573	0.941
22	0.669	20.299	3.807	3.582	1.337	0.637	117.906	0.655	1.432	2260	353	115.934	0.694	2.100	0.476	0.941
23	0.805	24.339	3.664	4.537	1.775	0.578	159.624	0.492	1.903	2663	368	155.930	0.651	3.073	0.325	0.908
24	0.817	22.024	3.669	3.835	1.423	0.731	159.401	0.698	1.486	2419	379	150.086	0.781	1.946	0.514	0.953
25	0.645	30.498	3.718	3.674	1.459	0.563	154.253	0.601	1.416	3385	382	152.158	0.567	2.589	0.386	0.934
26	0.500	28.717	3.790	2.911	0.901	0.706	175.038	0.741	0.945	3199	434	176.791	0.713	1.275	0.784	0.945
27	1.158	13.957	4.184	4.562	1.293	1.140	154.067	0.699	1.440	1499	496	176.840	1.136	1.135	0.881	0.929
28	0.519	16.002	4.089	3.058	1.113	0.594	105.644	0.697	1.131	1786	404	120.964	0.606	1.875	0.533	0.956
29	1.221	18.065	4.146	5.057	1.856	0.837	160.976	0.600	1.917	1950	434	159.814	0.905	2.217	0.451	0.932
