 	Area	X	Y	Perim.	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	1.854	26.525	1.814	6.139	2.275	1.038	123.252	0.618	2.272	2968	133	131.760	1.102	2.193	0.456	0.927
2	2.043	5.471	1.635	6.522	2.265	1.148	8.060	0.604	2.412	488	211	175.270	1.263	1.972	0.507	0.949
3	1.278	18.545	1.740	5.351	2.028	0.803	128.668	0.561	2.082	2111	103	120.719	0.914	2.526	0.396	0.931
4	2.001	12.764	1.804	5.972	1.719	1.482	95.302	0.705	1.827	1492	111	93.255	1.554	1.160	0.862	0.932
5	0.887	28.962	1.707	3.911	1.305	0.865	86.218	0.728	1.378	3323	130	107.526	0.868	1.508	0.663	0.959
6	2.021	2.191	2.058	6.103	1.824	1.411	158.432	0.682	1.973	141	266	9.586	1.383	1.293	0.773	0.955
7	1.582	21.624	1.982	5.434	1.589	1.268	173.874	0.673	1.761	2416	186	144.593	1.409	1.253	0.798	0.930
8	0.758	9.015	1.880	4.222	1.800	0.536	152.595	0.535	1.692	954	188	160.917	0.549	3.355	0.298	0.939
9	1.078	23.967	2.025	4.346	1.287	1.066	55.515	0.717	1.456	2695	263	29.914	1.045	1.208	0.828	0.952
10	1.379	15.937	2.280	4.857	1.433	1.226	114.505	0.735	1.584	1827	353	73.840	1.146	1.169	0.856	0.959
11	2.990E-4	10.651	2.135	0.049	0.020	0.020	0.000	1.000	0.024	1231	246	135.000	0.017	1.000	1.000	1.000
12	0.001	17.663	2.572	0.125	0.048	0.035	66.891	1.000	0.055	2041	300	51.340	0.035	1.362	0.734	0.947
13	4.485E-4	2.635	2.761	0.078	0.025	0.023	153.435	0.916	0.031	304	318	123.690	0.026	1.124	0.890	0.800
14	4.485E-4	16.798	2.823	0.066	0.029	0.020	90.000	1.000	0.031	1942	325	123.690	0.017	1.500	0.667	1.000
15	0.828	9.388	4.220	4.191	1.674	0.630	28.252	0.593	1.698	988	535	25.652	0.666	2.658	0.376	0.954
16	0.845	21.068	4.264	3.928	1.353	0.796	176.212	0.688	1.452	2366	457	160.163	0.809	1.700	0.588	0.956
17	0.772	4.673	4.618	3.587	1.245	0.789	71.715	0.754	1.264	526	604	82.535	0.806	1.578	0.634	0.945
18	0.730	23.698	4.651	3.810	1.239	0.750	106.965	0.631	1.377	2705	464	114.474	0.834	1.653	0.605	0.924
19	0.746	2.222	4.547	3.499	1.068	0.889	18.722	0.766	1.173	189	513	174.079	0.851	1.201	0.833	0.958
20	0.982	15.615	4.549	4.499	1.745	0.716	159.924	0.609	1.714	1711	488	168.067	0.715	2.436	0.411	0.945
21	0.800	26.284	4.801	3.796	1.388	0.734	127.552	0.698	1.394	2971	515	150.255	0.724	1.891	0.529	0.954
22	0.199	18.783	4.357	2.095	0.877	0.289	179.753	0.571	0.893	2120	504	176.112	0.294	3.032	0.330	0.938
23	0.721	6.801	4.624	3.828	1.506	0.610	22.863	0.618	1.525	705	556	15.455	0.650	2.468	0.405	0.948
24	0.853	12.587	4.652	4.109	1.563	0.695	166.435	0.635	1.569	1372	499	162.364	0.738	2.250	0.445	0.941
25	0.001	25.794	4.673	0.157	0.071	0.027	122.063	0.764	0.074	2981	537	125.538	0.034	2.675	0.374	0.816
26	0.492	29.183	5.062	2.807	0.898	0.697	165.629	0.784	0.928	3324	590	9.111	0.746	1.288	0.776	0.936
27	7.475E-5	14.797	4.759	0.024	0.010	0.010	0.000	1.000	0.012	1711	550	135.000	0.009	1.000	1.000	1.000
28	4.485E-4	6.830	5.157	0.066	0.029	0.020	90.000	1.000	0.031	789	595	123.690	0.017	1.500	0.667	1.000
29	0.779	21.981	6.306	4.041	1.660	0.598	128.173	0.600	1.606	2492	649	121.122	0.647	2.776	0.360	0.900
30	0.376	12.681	6.395	2.883	1.164	0.411	100.604	0.569	1.199	1446	671	101.229	0.458	2.829	0.353	0.930
31	0.483	17.419	6.268	2.831	0.844	0.728	7.140	0.757	0.946	1968	702	167.869	0.793	1.159	0.863	0.942
32	0.701	27.647	6.511	3.729	1.216	0.734	159.103	0.634	1.355	3128	731	169.335	0.773	1.657	0.604	0.902
33	0.517	14.730	6.406	3.082	1.111	0.592	19.664	0.684	1.170	1639	776	18.970	0.624	1.875	0.533	0.949
34	0.393	19.696	6.390	2.515	0.754	0.664	137.536	0.780	0.844	2247	695	127.926	0.677	1.136	0.880	0.955
35	0.559	4.616	6.591	3.175	0.971	0.733	25.595	0.697	1.055	471	793	37.340	0.836	1.324	0.755	0.932
36	0.861	9.639	6.782	3.957	1.337	0.820	43.555	0.691	1.409	1036	825	23.891	0.841	1.631	0.613	0.924
37	0.342	24.788	6.573	2.470	0.832	0.523	141.983	0.704	0.891	2818	743	157.166	0.534	1.589	0.629	0.923
38	0.743	6.809	6.663	3.648	1.264	0.748	165.391	0.701	1.300	729	727	151.390	0.764	1.690	0.592	0.952
39	1.039	2.308	7.268	5.124	2.027	0.652	23.171	0.497	2.021	164	852	17.427	0.739	3.106	0.322	0.930
40	2.990E-4	4.478	6.942	0.049	0.020	0.020	0.000	1.000	0.024	517	802	135.000	0.017	1.000	1.000	1.000
41	2.990E-4	11.179	7.176	0.049	0.020	0.020	0.000	1.000	0.024	1292	829	135.000	0.017	1.000	1.000	1.000
42	0.235	21.125	7.654	2.363	0.926	0.324	120.300	0.530	0.908	2409	847	130.365	0.368	2.859	0.350	0.876
43	0.262	16.190	7.739	2.318	0.927	0.359	22.546	0.612	0.893	1824	917	31.535	0.399	2.581	0.388	0.906
44	0.866	11.136	8.084	3.807	1.152	0.957	120.944	0.751	1.281	1233	885	144.058	0.936	1.204	0.831	0.953
45	0.470	18.576	7.837	2.757	0.954	0.627	170.986	0.777	0.978	2095	884	154.341	0.643	1.522	0.657	0.959
46	0.597	23.506	7.891	3.439	1.280	0.593	173.912	0.634	1.256	2643	889	164.434	0.593	2.158	0.463	0.942
47	0.336	28.416	8.116	2.709	1.029	0.416	141.444	0.575	1.117	3237	895	146.679	0.424	2.477	0.404	0.917
48	0.531	13.692	8.006	3.249	1.229	0.550	178.859	0.632	1.255	1507	933	9.917	0.597	2.236	0.447	0.942
49	0.102	25.906	8.155	1.436	0.549	0.236	146.006	0.621	0.564	2976	920	144.360	0.249	2.327	0.430	0.909
50	0.328	8.284	8.378	2.439	0.762	0.548	153.727	0.692	0.816	938	926	118.465	0.537	1.390	0.719	0.918
51	0.175	6.070	8.344	1.879	0.761	0.293	21.456	0.623	0.747	664	984	28.346	0.313	2.600	0.385	0.917
52	0.107	4.364	8.538	1.613	0.698	0.195	166.877	0.516	0.702	465	977	166.477	0.210	3.581	0.279	0.929
53	0.701	2.301	8.942	3.385	1.213	0.736	2.069	0.769	1.190	203	1054	16.460	0.709	1.648	0.607	0.968
54	0.614	21.164	9.312	3.479	1.337	0.584	106.440	0.637	1.347	2417	1007	114.261	0.636	2.287	0.437	0.921
55	0.536	16.034	9.402	3.144	1.215	0.562	112.918	0.682	1.260	1837	1021	112.166	0.589	2.161	0.463	0.956
56	2.242E-4	13.039	8.932	0.049	0.020	0.014	45.000	1.000	0.024	1507	1034	45.000	0.017	1.464	0.683	0.857
57	0.737	18.421	9.395	3.718	1.369	0.685	162.814	0.670	1.404	2062	1044	154.855	0.713	1.998	0.501	0.944
58	0.337	27.591	9.483	2.487	0.841	0.510	139.081	0.685	0.862	3178	1050	116.822	0.551	1.647	0.607	0.907
59	0.392	23.278	9.393	2.736	0.932	0.536	178.422	0.658	0.975	2642	1106	24.066	0.511	1.740	0.575	0.922
60	0.330	25.503	9.428	2.391	0.828	0.507	166.569	0.725	0.814	2914	1058	138.013	0.496	1.633	0.612	0.936
61	0.101	26.411	9.437	1.300	0.459	0.281	47.701	0.751	0.493	3032	1110	37.875	0.283	1.635	0.612	0.935
62	0.557	11.313	9.840	3.038	0.989	0.718	59.563	0.759	1.102	1261	1182	48.180	0.763	1.378	0.726	0.950
63	0.421	28.996	9.738	2.810	1.014	0.528	157.314	0.669	1.052	3299	1088	141.340	0.543	1.920	0.521	0.941
64	0.161	13.405	9.724	1.726	0.661	0.310	166.223	0.678	0.700	1515	1107	159.775	0.333	2.132	0.469	0.951
