 ,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,0.058,4.399,0.141,1.012,0.283,0.262,4.431,0.715,0.304,2987,21,150.422,0.273,1.082,0.924,0.927
2,0.027,9.804,0.167,0.712,0.230,0.151,111.197,0.675,0.260,6820,33,113.033,0.152,1.527,0.655,0.904
3,0.015,10.181,0.162,0.556,0.209,0.089,120.948,0.590,0.218,7087,47,118.250,0.099,2.354,0.425,0.904
4,0.005,10.403,0.137,0.327,0.133,0.052,138.897,0.641,0.137,7235,66,142.651,0.057,2.556,0.391,0.938
5,0.055,9.221,0.238,1.037,0.347,0.203,151.665,0.647,0.379,6339,112,147.811,0.223,1.709,0.585,0.931
6,0.005,5.549,0.189,0.300,0.097,0.070,61.676,0.746,0.104,3867,170,69.814,0.077,1.377,0.726,0.911
7,0.012,0.186,0.320,0.613,0.228,0.067,91.569,0.403,0.254,108,145,95.165,0.071,3.376,0.296,0.871
8,0.014,11.019,0.306,0.563,0.201,0.091,36.082,0.569,0.231,7642,259,35.662,0.100,2.213,0.452,0.900
9,0.018,2.350,0.374,0.762,0.214,0.106,96.562,0.386,0.215,1638,183,99.964,0.127,2.023,0.494,0.824
10,0.010,11.133,0.348,0.578,0.186,0.071,79.058,0.388,0.189,7767,314,73.757,0.084,2.629,0.380,0.884
11,0.010,3.515,0.328,0.443,0.135,0.094,22.908,0.640,0.155,2436,277,41.634,0.105,1.434,0.697,0.927
12,0.009,3.632,0.348,0.446,0.160,0.073,54.657,0.579,0.185,2498,300,50.648,0.082,2.189,0.457,0.907
13,4.891E-4,3.922,0.336,0.092,0.033,0.019,80.210,0.729,0.035,2739,246,75.964,0.021,1.777,0.563,0.874
14,0.036,6.966,0.448,0.943,0.369,0.124,21.074,0.507,0.379,4731,369,23.568,0.133,2.974,0.336,0.925
15,0.032,7.871,0.480,0.786,0.265,0.152,86.103,0.646,0.283,5486,441,83.915,0.161,1.737,0.576,0.933
16,0.003,9.857,0.385,0.220,0.078,0.047,57.192,0.741,0.079,6873,293,59.744,0.050,1.659,0.603,0.909
17,0.053,10.051,0.480,0.986,0.334,0.203,168.851,0.688,0.364,6910,324,170.501,0.218,1.642,0.609,0.960
18,0.049,3.982,0.497,0.950,0.322,0.193,41.122,0.679,0.343,2672,370,20.024,0.190,1.673,0.598,0.937
19,0.203,5.548,0.671,3.889,0.876,0.295,158.703,0.169,1.100,3588,347,159.915,0.407,2.966,0.337,0.638
20,0.025,6.486,0.445,0.821,0.309,0.103,5.038,0.465,0.328,4414,308,176.252,0.120,3.005,0.333,0.865
21,0.010,2.680,0.492,0.496,0.189,0.068,82.765,0.521,0.198,1867,418,74.962,0.073,2.762,0.362,0.912
22,0.031,3.086,0.530,0.758,0.225,0.177,42.572,0.683,0.260,2092,429,49.912,0.184,1.269,0.788,0.932
23,0.060,3.313,0.616,1.122,0.357,0.215,130.150,0.600,0.400,2264,293,124.202,0.234,1.662,0.602,0.902
24,0.019,7.390,0.498,0.614,0.225,0.108,19.419,0.634,0.238,5086,376,14.954,0.112,2.084,0.480,0.926
25,0.016,4.365,0.504,0.613,0.215,0.097,40.412,0.548,0.233,2989,394,32.714,0.108,2.217,0.451,0.874
26,0.034,4.129,0.693,1.210,0.372,0.115,82.250,0.288,0.438,2872,620,76.599,0.167,3.240,0.309,0.702
27,0.039,10.857,0.616,1.214,0.313,0.157,137.731,0.329,0.350,7496,353,144.490,0.184,1.992,0.502,0.779
28,0.021,2.386,0.567,0.684,0.247,0.106,150.494,0.555,0.272,1580,378,158.422,0.131,2.323,0.431,0.904
29,0.008,9.557,0.532,0.400,0.138,0.075,47.270,0.637,0.150,6643,414,39.596,0.080,1.839,0.544,0.897
