 ,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,0.002,7.482,0.063,0.163,0.061,0.036,9.945,0.820,0.064,5239,50,11.560,0.037,1.685,0.594,0.953
2,0.019,9.361,0.149,0.559,0.178,0.136,130.473,0.764,0.194,6542,42,127.543,0.149,1.304,0.767,0.951
3,0.087,0.777,0.285,1.284,0.425,0.262,92.382,0.667,0.435,485,352,79.461,0.282,1.626,0.615,0.939
4,0.010,5.622,0.161,0.454,0.163,0.081,74.895,0.631,0.174,3921,170,61.763,0.083,2.010,0.497,0.917
5,0.012,7.843,0.157,0.473,0.169,0.093,30.264,0.696,0.174,5469,155,49.653,0.092,1.808,0.553,0.950
6,0.009,9.946,0.144,0.382,0.140,0.079,14.141,0.744,0.141,6949,122,23.728,0.082,1.775,0.563,0.936
7,0.018,8.282,0.176,0.574,0.195,0.115,0.245,0.670,0.207,5742,111,171.703,0.123,1.704,0.587,0.919
8,0.034,5.148,0.254,1.104,0.250,0.173,45.182,0.349,0.306,3530,266,55.423,0.206,1.444,0.692,0.793
9,7.099E-4,4.027,0.181,0.128,0.055,0.016,119.325,0.545,0.056,2822,111,117.216,0.019,3.386,0.295,0.874
10,0.009,4.852,0.226,0.440,0.180,0.067,132.483,0.612,0.181,3362,121,137.545,0.071,2.707,0.369,0.933
11,0.030,4.534,0.251,1.185,0.244,0.156,29.482,0.268,0.278,3131,253,39.393,0.199,1.558,0.642,0.776
12,0.008,3.375,0.201,0.391,0.146,0.072,0.866,0.678,0.147,2326,127,170.538,0.076,2.025,0.494,0.928
13,0.015,6.061,0.264,0.517,0.167,0.113,119.105,0.693,0.181,4233,121,127.321,0.122,1.481,0.675,0.924
14,0.021,4.711,0.278,0.651,0.236,0.113,36.317,0.623,0.236,3229,229,17.889,0.120,2.083,0.480,0.908
15,0.009,5.437,0.238,0.381,0.117,0.096,13.313,0.763,0.125,3781,177,6.557,0.100,1.213,0.824,0.909
16,0.016,9.797,0.263,0.525,0.166,0.124,23.689,0.735,0.174,6833,201,18.138,0.134,1.339,0.747,0.923
17,0.001,8.785,0.228,0.140,0.047,0.036,142.762,0.836,0.050,6164,149,137.291,0.037,1.308,0.764,0.945
18,0.013,6.675,0.343,0.555,0.183,0.093,97.311,0.545,0.198,4674,160,99.936,0.112,1.979,0.505,0.861
19,0.003,1.879,0.274,0.242,0.074,0.059,79.235,0.742,0.080,1301,207,39.936,0.061,1.243,0.805,0.938
20,0.010,8.161,0.314,0.415,0.122,0.101,53.364,0.708,0.138,5694,245,22.348,0.102,1.204,0.830,0.926
21,0.011,5.485,0.351,0.497,0.149,0.090,18.224,0.535,0.164,3799,282,23.459,0.112,1.660,0.602,0.842
