 ,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,1.576E-4,7.619,0.009,0.045,0.016,0.013,145.615,0.991,0.017,5355,4,155.556,0.013,1.275,0.784,0.912
2,1.536E-4,3.307,0.011,0.046,0.017,0.012,121.513,0.930,0.018,2324,2,118.610,0.013,1.446,0.692,0.905
3,1.435E-4,5.182,0.018,0.044,0.015,0.012,90.000,0.951,0.016,3644,7,105.255,0.013,1.273,0.786,0.910
4,0.016,10.406,0.100,0.594,0.182,0.108,129.973,0.552,0.201,7290,8,128.407,0.124,1.679,0.595,0.849
5,1.677E-4,10.043,0.022,0.050,0.019,0.011,39.788,0.858,0.020,7059,18,30.256,0.012,1.707,0.586,0.892
6,0.020,4.055,0.126,0.631,0.209,0.123,97.195,0.637,0.219,2843,11,98.604,0.138,1.706,0.586,0.898
7,1.697E-4,4.308,0.028,0.047,0.016,0.013,131.902,0.977,0.017,3028,14,114.444,0.014,1.188,0.842,0.898
8,2.344E-4,6.556,0.029,0.061,0.017,0.017,32.453,0.784,0.021,4609,28,56.310,0.018,1.012,0.988,0.859
9,0.007,10.533,0.087,0.381,0.129,0.072,113.744,0.628,0.140,7398,15,112.126,0.076,1.797,0.556,0.883
10,0.011,0.598,0.099,0.466,0.142,0.097,77.237,0.631,0.154,406,123,66.038,0.104,1.463,0.684,0.910
11,1.839E-4,7.693,0.031,0.051,0.020,0.012,149.937,0.880,0.021,5406,18,151.699,0.013,1.627,0.615,0.901
12,1.859E-4,1.491,0.036,0.048,0.016,0.015,107.827,1.000,0.017,1045,20,124.992,0.014,1.084,0.922,0.944
13,1.839E-4,3.159,0.036,0.050,0.019,0.012,9.646,0.922,0.019,2216,28,17.103,0.013,1.502,0.666,0.924
14,0.002,11.177,0.052,0.183,0.063,0.041,152.714,0.768,0.068,7843,21,151.294,0.045,1.516,0.660,0.913
15,0.024,5.990,0.145,0.686,0.227,0.132,92.354,0.628,0.238,4220,190,86.915,0.133,1.719,0.582,0.926
16,0.007,3.495,0.085,0.346,0.103,0.088,115.047,0.747,0.111,2423,41,143.865,0.088,1.172,0.854,0.919
17,0.005,8.424,0.073,0.307,0.102,0.060,145.608,0.642,0.107,5896,31,141.459,0.066,1.682,0.594,0.883
18,1.818E-4,3.319,0.045,0.052,0.019,0.012,107.406,0.843,0.020,2333,25,102.095,0.013,1.577,0.634,0.896
19,0.022,0.465,0.132,0.799,0.198,0.141,56.492,0.433,0.218,271,149,50.816,0.166,1.404,0.712,0.829
20,3.839E-4,2.587,0.049,0.073,0.024,0.020,124.751,0.905,0.026,1815,26,112.380,0.021,1.222,0.818,0.913
21,1.455E-4,3.433,0.044,0.044,0.016,0.012,155.961,0.965,0.017,2410,28,155.556,0.013,1.387,0.721,0.900
22,0.003,10.968,0.069,0.227,0.066,0.056,176.340,0.714,0.072,7693,37,164.055,0.061,1.170,0.854,0.900
23,0.004,4.192,0.083,0.257,0.088,0.055,120.280,0.725,0.093,2933,29,124.418,0.061,1.588,0.630,0.917
24,2.808E-4,3.775,0.050,0.063,0.020,0.018,52.582,0.877,0.022,2650,41,55.305,0.018,1.080,0.926,0.924
25,1.273E-4,8.058,0.046,0.040,0.014,0.012,176.563,1.000,0.015,5664,31,163.301,0.013,1.165,0.859,0.894
26,0.008,0.314,0.104,0.430,0.127,0.078,122.432,0.527,0.139,193,34,128.752,0.085,1.640,0.610,0.864
27,1.475E-4,6.050,0.056,0.045,0.014,0.013,178.833,0.927,0.016,4251,38,164.745,0.014,1.104,0.905,0.885
28,0.003,8.702,0.095,0.259,0.075,0.058,52.847,0.642,0.091,6102,97,67.865,0.063,1.300,0.769,0.874
29,0.012,6.311,0.135,0.483,0.149,0.104,71.912,0.655,0.166,4424,153,77.152,0.113,1.437,0.696,0.899
30,0.011,10.667,0.118,0.452,0.156,0.087,153.131,0.660,0.163,7460,45,147.836,0.092,1.791,0.558,0.916
31,0.013,0.198,0.129,0.473,0.141,0.119,36.314,0.742,0.151,115,134,58.851,0.127,1.182,0.846,0.937
