 ,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,0.001,4.589,0.034,0.147,0.058,0.023,118.485,0.618,0.056,3258,5,123.690,0.026,2.508,0.399,0.854
2,0.004,9.068,0.041,0.259,0.081,0.062,152.636,0.743,0.086,6424,21,174.382,0.065,1.313,0.762,0.909
3,3.020E-4,6.618,0.023,0.083,0.026,0.015,151.790,0.550,0.031,4702,12,155.772,0.017,1.805,0.554,0.785
4,0.004,4.883,0.050,0.269,0.086,0.061,25.725,0.721,0.097,3451,51,32.535,0.066,1.394,0.718,0.908
5,3.494E-4,7.323,0.033,0.077,0.029,0.015,48.981,0.741,0.030,5204,29,37.405,0.018,1.877,0.533,0.872
6,3.987E-4,5.819,0.040,0.081,0.030,0.017,81.466,0.756,0.032,4137,39,74.745,0.019,1.755,0.570,0.890
7,0.004,2.138,0.079,0.255,0.088,0.063,52.999,0.829,0.089,1505,82,65.854,0.065,1.401,0.714,0.950
8,0.022,3.010,0.127,0.701,0.227,0.122,41.776,0.558,0.243,2066,129,26.862,0.138,1.852,0.540,0.871
9,0.006,8.350,0.092,0.339,0.113,0.072,106.259,0.704,0.119,5930,25,95.440,0.080,1.565,0.639,0.902
10,8.369E-4,8.793,0.060,0.189,0.044,0.024,110.559,0.294,0.055,6253,25,115.907,0.035,1.782,0.561,0.658
11,0.006,4.257,0.101,0.371,0.102,0.072,91.845,0.527,0.121,3011,33,111.801,0.080,1.419,0.705,0.818
12,0.032,4.908,0.206,1.055,0.284,0.144,77.994,0.363,0.296,3494,249,79.598,0.162,1.968,0.508,0.833
13,0.004,4.350,0.105,0.252,0.077,0.059,83.227,0.704,0.086,3093,105,77.775,0.066,1.307,0.765,0.885
14,2.783E-4,10.151,0.073,0.061,0.021,0.017,134.302,0.928,0.022,7222,45,124.695,0.018,1.271,0.787,0.913
15,6.257E-4,8.646,0.101,0.107,0.040,0.020,51.790,0.684,0.041,6149,85,63.435,0.024,2.007,0.498,0.851
16,5.231E-4,7.815,0.104,0.088,0.028,0.023,117.230,0.848,0.031,5560,63,100.305,0.025,1.218,0.821,0.894
17,0.004,4.159,0.148,0.301,0.103,0.051,87.907,0.568,0.104,2962,140,85.365,0.061,2.045,0.489,0.851
18,3.731E-4,2.423,0.107,0.074,0.024,0.020,67.648,0.861,0.025,1722,67,109.440,0.020,1.221,0.819,0.917
19,0.002,3.299,0.140,0.180,0.056,0.055,111.307,0.939,0.058,2340,81,112.834,0.055,1.031,0.970,0.970
20,0.014,2.312,0.180,0.498,0.170,0.107,176.966,0.726,0.187,1583,118,173.089,0.120,1.593,0.628,0.935
21,2.744E-4,3.177,0.137,0.075,0.025,0.014,71.436,0.614,0.028,2256,108,69.775,0.017,1.776,0.563,0.806
22,0.003,9.560,0.156,0.231,0.074,0.057,8.173,0.780,0.079,6774,109,172.875,0.062,1.286,0.777,0.925
23,0.009,5.829,0.187,0.383,0.125,0.093,39.334,0.789,0.134,4112,163,32.196,0.097,1.344,0.744,0.938
24,2.823E-4,5.616,0.151,0.069,0.021,0.017,82.643,0.745,0.025,3996,116,76.759,0.019,1.215,0.823,0.822
25,0.007,0.490,0.212,0.338,0.105,0.080,90.229,0.726,0.111,334,114,112.341,0.083,1.307,0.765,0.927
26,3.375E-4,2.055,0.173,0.069,0.024,0.018,84.986,0.891,0.025,1460,132,73.610,0.018,1.356,0.738,0.919
27,0.016,1.056,0.270,0.774,0.220,0.093,81.986,0.337,0.225,721,271,74.399,0.099,2.371,0.422,0.897
28,3.395E-4,6.555,0.174,0.082,0.026,0.016,5.940,0.638,0.031,4656,124,7.765,0.019,1.613,0.620,0.809
