 ,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,0.003,6.930,0.039,0.225,0.071,0.058,86.105,0.801,0.075,4895,50,67.797,0.059,1.239,0.807,0.931
2,0.004,7.159,0.036,0.233,0.079,0.057,43.258,0.816,0.084,5051,49,52.549,0.061,1.379,0.725,0.943
3,2.693E-4,8.847,0.011,0.065,0.021,0.017,27.434,0.792,0.023,6255,9,21.801,0.019,1.246,0.802,0.882
4,0.004,11.150,0.042,0.236,0.075,0.062,98.645,0.820,0.080,7883,4,103.299,0.064,1.203,0.831,0.938
5,0.005,1.396,0.055,0.282,0.098,0.066,57.941,0.807,0.101,969,70,47.834,0.070,1.478,0.677,0.951
6,0.004,6.556,0.050,0.248,0.076,0.066,139.465,0.816,0.080,4632,9,110.674,0.069,1.150,0.870,0.932
7,0.003,8.309,0.048,0.215,0.065,0.054,146.247,0.758,0.071,5871,9,126.870,0.058,1.202,0.832,0.921
8,1.476E-4,8.246,0.022,0.043,0.014,0.013,45.011,0.991,0.015,5833,18,21.801,0.014,1.032,0.969,0.914
9,5.925E-4,1.986,0.030,0.097,0.031,0.025,163.738,0.784,0.032,1395,16,142.125,0.026,1.241,0.806,0.884
10,0.004,7.252,0.057,0.254,0.077,0.066,132.045,0.785,0.083,5114,21,141.953,0.071,1.164,0.859,0.920
11,2.095E-4,10.840,0.029,0.054,0.019,0.014,140.194,0.889,0.020,7673,14,111.038,0.015,1.312,0.762,0.882
12,0.004,3.327,0.056,0.244,0.081,0.058,153.822,0.782,0.082,2336,19,139.185,0.059,1.397,0.716,0.938
13,0.003,10.817,0.061,0.224,0.080,0.048,94.310,0.753,0.085,7649,15,96.654,0.050,1.683,0.594,0.939
14,0.010,1.571,0.071,0.440,0.139,0.096,15.428,0.678,0.151,1061,58,8.584,0.104,1.443,0.693,0.919
15,0.004,0.370,0.064,0.256,0.083,0.062,131.679,0.777,0.090,242,19,124.186,0.066,1.347,0.743,0.931
16,0.005,10.880,0.076,0.401,0.111,0.058,44.642,0.394,0.119,7665,82,27.474,0.066,1.919,0.521,0.854
17,0.005,4.345,0.067,0.284,0.086,0.069,144.995,0.734,0.098,3043,32,148.610,0.074,1.250,0.800,0.920
18,0.002,1.232,0.068,0.203,0.074,0.040,115.319,0.710,0.081,859,24,112.543,0.044,1.869,0.535,0.918
19,1.596E-4,5.011,0.043,0.045,0.014,0.014,171.870,0.994,0.016,3546,25,116.565,0.014,1.002,0.998,0.930
