 ,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,0.006,1.009,0.055,0.344,0.101,0.073,80.077,0.617,0.111,669,63,52.980,0.080,1.379,0.725,0.859
2,0.001,10.392,0.025,0.144,0.045,0.035,84.797,0.745,0.050,7124,3,106.858,0.036,1.290,0.775,0.894
3,0.005,3.520,0.057,0.273,0.093,0.063,87.099,0.777,0.095,2409,7,102.339,0.066,1.474,0.679,0.950
4,0.008,1.450,0.068,0.370,0.132,0.075,139.460,0.716,0.136,952,34,150.408,0.081,1.760,0.568,0.936
5,1.763E-4,4.530,0.021,0.048,0.015,0.015,128.943,0.965,0.017,3106,9,109.983,0.015,1.049,0.953,0.892
6,0.003,1.665,0.057,0.209,0.070,0.052,123.007,0.820,0.074,1130,16,129.369,0.053,1.342,0.745,0.943
7,1.785E-4,8.015,0.031,0.048,0.017,0.014,92.990,0.971,0.018,5496,16,114.444,0.013,1.231,0.813,0.939
8,5.800E-4,3.616,0.050,0.154,0.034,0.022,141.922,0.307,0.050,2471,19,130.236,0.030,1.541,0.649,0.599
9,0.022,4.624,0.126,0.959,0.245,0.114,174.618,0.300,0.290,3085,28,155.366,0.161,2.156,0.464,0.692
10,0.004,1.261,0.077,0.255,0.083,0.061,136.627,0.775,0.087,837,44,148.707,0.065,1.356,0.737,0.936
11,0.009,3.450,0.115,0.410,0.150,0.078,114.119,0.691,0.160,2343,27,118.195,0.086,1.918,0.521,0.935
12,0.007,6.506,0.083,0.350,0.123,0.073,11.098,0.724,0.127,4419,68,18.020,0.080,1.671,0.598,0.931
13,0.009,8.905,0.100,0.387,0.130,0.090,52.460,0.774,0.133,6092,108,62.592,0.094,1.440,0.695,0.943
14,2.358E-4,10.162,0.047,0.055,0.018,0.016,169.248,0.964,0.020,6965,30,162.897,0.016,1.137,0.879,0.921
15,0.004,6.361,0.083,0.275,0.081,0.067,117.616,0.708,0.100,4355,28,110.556,0.069,1.222,0.818,0.915
16,2.932E-4,7.677,0.049,0.070,0.029,0.013,165.432,0.744,0.029,5257,31,162.474,0.014,2.315,0.432,0.879
17,0.004,10.359,0.089,0.254,0.076,0.068,41.618,0.796,0.084,7086,80,29.249,0.073,1.113,0.899,0.955
18,0.008,10.765,0.132,0.394,0.163,0.061,60.854,0.633,0.162,7354,137,58.595,0.063,2.659,0.376,0.941
19,3.569E-4,4.156,0.071,0.073,0.028,0.016,169.023,0.835,0.030,2841,46,159.775,0.017,1.685,0.594,0.918
20,0.008,4.947,0.119,0.344,0.108,0.094,92.937,0.848,0.111,3391,121,85.486,0.095,1.146,0.873,0.956
21,0.024,8.270,0.168,0.911,0.255,0.118,24.048,0.359,0.289,5577,164,33.048,0.142,2.151,0.465,0.828
22,0.017,3.652,0.147,0.790,0.179,0.123,147.435,0.347,0.197,2456,60,132.302,0.144,1.458,0.686,0.820
23,9.710E-4,6.696,0.110,0.133,0.054,0.023,54.078,0.693,0.055,4584,91,57.995,0.024,2.383,0.420,0.904
24,0.012,7.262,0.152,0.445,0.144,0.104,118.801,0.748,0.153,4941,73,137.322,0.109,1.380,0.725,0.944
25,0.007,8.086,0.156,0.358,0.112,0.083,79.075,0.713,0.126,5531,144,67.584,0.088,1.352,0.739,0.907
26,0.008,1.698,0.146,0.366,0.112,0.091,17.664,0.753,0.124,1122,112,29.578,0.094,1.233,0.811,0.936
27,6.990E-4,8.184,0.116,0.104,0.037,0.024,9.943,0.818,0.040,5603,85,23.749,0.025,1.564,0.639,0.923
28,1.402E-4,3.328,0.114,0.043,0.014,0.013,62.947,0.972,0.015,2282,83,73.301,0.013,1.113,0.898,0.904
29,3.081E-4,9.820,0.121,0.069,0.027,0.015,38.371,0.821,0.028,6729,88,32.005,0.016,1.837,0.544,0.901
30,0.056,11.215,0.221,1.267,0.384,0.187,168.972,0.441,0.418,7566,102,163.396,0.208,2.053,0.487,0.885
31,2.358E-4,3.947,0.123,0.058,0.023,0.013,77.429,0.881,0.024,2705,92,68.199,0.013,1.757,0.569,0.945
32,2.358E-4,6.968,0.120,0.058,0.022,0.013,165.781,0.896,0.023,4773,79,161.565,0.015,1.661,0.602,0.910
33,0.009,5.635,0.178,0.400,0.134,0.090,70.966,0.746,0.141,3853,169,61.579,0.094,1.493,0.670,0.948
34,0.031,2.209,0.251,1.156,0.267,0.149,139.962,0.294,0.276,1452,110,143.372,0.176,1.792,0.558,0.801
35,1.976E-4,6.925,0.130,0.054,0.021,0.012,21.598,0.844,0.022,4745,93,28.301,0.014,1.701,0.588,0.903
36,1.466E-4,10.486,0.131,0.045,0.015,0.012,48.772,0.924,0.016,7189,92,26.565,0.013,1.260,0.794,0.890
37,2.146E-4,3.326,0.133,0.053,0.019,0.014,166.063,0.946,0.020,2275,89,158.962,0.015,1.379,0.725,0.927
38,0.019,7.924,0.229,0.588,0.178,0.137,54.086,0.695,0.193,5409,216,79.540,0.147,1.297,0.771,0.908
39,1.487E-4,7.840,0.135,0.043,0.015,0.013,142.534,0.991,0.016,5374,89,153.435,0.013,1.124,0.889,0.915
40,1.785E-4,8.509,0.141,0.050,0.019,0.012,78.249,0.880,0.020,5836,103,72.897,0.013,1.550,0.645,0.898
41,6.438E-4,6.030,0.152,0.105,0.042,0.020,46.697,0.733,0.043,4125,114,39.560,0.021,2.116,0.473,0.918
42,3.229E-4,2.546,0.152,0.067,0.024,0.017,71.486,0.915,0.024,1743,112,72.646,0.019,1.345,0.744,0.916
43,4.398E-4,5.335,0.155,0.081,0.028,0.020,82.520,0.849,0.030,3659,96,101.310,0.022,1.404,0.712,0.918
44,0.008,0.564,0.213,0.378,0.146,0.068,74.565,0.689,0.149,370,195,73.516,0.075,2.139,0.467,0.943
45,0.007,6.390,0.200,0.344,0.133,0.064,133.920,0.718,0.132,4345,111,138.576,0.066,2.066,0.484,0.946
46,0.007,4.323,0.196,0.352,0.110,0.085,13.567,0.742,0.120,2933,153,35.618,0.086,1.306,0.765,0.926
47,0.007,5.162,0.211,0.320,0.093,0.089,83.380,0.804,0.107,3544,183,86.864,0.090,1.045,0.957,0.946
48,1.721E-4,7.548,0.171,0.048,0.016,0.014,107.811,0.956,0.018,5175,112,114.444,0.015,1.192,0.839,0.910
49,0.001,10.033,0.187,0.126,0.039,0.034,94.733,0.815,0.043,6882,112,107.819,0.036,1.145,0.873,0.930
