 ,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,0.040,3.710,0.109,0.833,0.274,0.185,10.538,0.719,0.297,2510,88,13.241,0.197,1.485,0.674,0.947
2,4.703E-4,1.596,0.025,0.084,0.030,0.020,153.724,0.842,0.031,1119,9,133.152,0.022,1.508,0.663,0.918
3,5.045E-4,2.786,0.032,0.084,0.028,0.023,20.867,0.906,0.030,1955,25,16.699,0.024,1.198,0.835,0.926
4,0.009,7.559,0.088,0.393,0.134,0.081,126.306,0.695,0.144,5308,14,110.754,0.083,1.666,0.600,0.916
5,0.013,3.010,0.128,0.509,0.196,0.083,86.567,0.620,0.200,2125,158,86.753,0.089,2.348,0.426,0.929
6,0.004,2.849,0.064,0.255,0.085,0.064,153.389,0.823,0.093,1979,36,154.612,0.068,1.338,0.747,0.958
7,0.007,2.048,0.080,0.368,0.112,0.082,36.253,0.670,0.126,1399,75,28.301,0.090,1.380,0.725,0.902
8,0.004,3.427,0.063,0.266,0.085,0.067,174.677,0.795,0.091,2392,28,157.036,0.068,1.275,0.784,0.950
9,0.003,6.871,0.059,0.217,0.072,0.059,8.236,0.887,0.074,4821,38,174.508,0.060,1.223,0.818,0.966
10,0.003,9.111,0.063,0.224,0.067,0.063,45.384,0.831,0.075,6404,60,31.891,0.065,1.073,0.932,0.945
11,0.002,7.052,0.065,0.163,0.050,0.041,170.765,0.771,0.055,4954,43,175.601,0.045,1.228,0.814,0.890
12,3.497E-4,9.825,0.057,0.072,0.026,0.017,103.117,0.856,0.028,6928,31,104.744,0.018,1.523,0.657,0.904
13,2.291E-4,0.591,0.057,0.055,0.017,0.017,53.290,0.948,0.019,413,46,72.897,0.017,1.042,0.959,0.916
14,3.497E-4,4.733,0.059,0.078,0.029,0.016,36.782,0.723,0.030,3329,48,27.759,0.018,1.834,0.545,0.857
15,2.030E-4,2.779,0.058,0.051,0.017,0.015,24.573,0.977,0.018,1954,43,22.620,0.016,1.143,0.875,0.927
16,2.211E-4,0.570,0.060,0.054,0.019,0.015,131.812,0.943,0.019,400,36,107.103,0.016,1.218,0.821,0.905
17,0.048,4.589,0.246,1.094,0.392,0.155,57.571,0.501,0.411,3152,285,57.953,0.170,2.526,0.396,0.885
18,0.015,10.559,0.106,0.528,0.184,0.105,4.574,0.680,0.188,7383,87,19.799,0.107,1.757,0.569,0.927
19,9.507E-4,3.335,0.082,0.119,0.042,0.029,21.465,0.851,0.044,2337,64,33.179,0.030,1.449,0.690,0.959
20,3.678E-4,0.558,0.088,0.074,0.029,0.016,35.764,0.844,0.030,385,68,31.430,0.017,1.807,0.553,0.922
21,8.864E-4,3.948,0.114,0.179,0.071,0.016,91.671,0.348,0.072,2786,56,93.366,0.021,4.490,0.223,0.724
22,2.352E-4,9.769,0.091,0.055,0.018,0.016,121.520,0.973,0.020,6889,57,114.775,0.017,1.135,0.881,0.925
23,0.009,0.272,0.144,0.391,0.117,0.102,108.221,0.768,0.125,184,146,79.579,0.109,1.142,0.876,0.910
24,0.006,2.164,0.139,0.313,0.102,0.072,49.582,0.741,0.109,1493,125,39.710,0.077,1.419,0.705,0.914
25,3.236E-4,7.632,0.105,0.070,0.025,0.016,141.105,0.839,0.027,5378,66,132.879,0.018,1.553,0.644,0.892
26,0.004,0.589,0.164,0.255,0.077,0.066,93.300,0.768,0.081,408,140,71.565,0.068,1.164,0.859,0.939
27,3.035E-4,1.933,0.143,0.066,0.024,0.016,70.400,0.864,0.025,1360,109,63.435,0.017,1.517,0.659,0.932
28,2.472E-4,1.346,0.155,0.059,0.020,0.016,6.701,0.899,0.022,942,109,168.690,0.016,1.286,0.778,0.911
29,5.045E-4,2.094,0.168,0.105,0.038,0.017,100.453,0.578,0.042,1472,103,107.819,0.020,2.211,0.452,0.824
30,0.008,0.490,0.214,0.411,0.134,0.080,73.795,0.624,0.144,321,202,58.650,0.086,1.685,0.594,0.904
31,0.008,7.521,0.224,0.403,0.138,0.079,95.415,0.656,0.147,5297,107,99.462,0.086,1.751,0.571,0.886
32,2.995E-4,2.015,0.165,0.064,0.022,0.018,123.141,0.906,0.024,1417,108,118.072,0.018,1.219,0.820,0.923
33,3.075E-4,8.360,0.163,0.070,0.024,0.016,28.705,0.797,0.027,5888,121,27.897,0.018,1.521,0.658,0.872
34,3.598E-4,1.282,0.165,0.077,0.026,0.018,13.868,0.763,0.029,895,121,26.565,0.020,1.483,0.674,0.886
35,2.352E-4,5.807,0.166,0.057,0.020,0.015,69.829,0.917,0.021,4095,124,70.346,0.016,1.277,0.783,0.932
