 ,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,0.002,5.286,0.037,0.193,0.060,0.050,112.586,0.796,0.066,3756,8,129.806,0.052,1.202,0.832,0.931
2,0.011,0.768,0.108,0.518,0.181,0.078,115.942,0.522,0.189,522,12,117.897,0.086,2.319,0.431,0.880
3,0.031,8.870,0.116,0.820,0.289,0.136,140.398,0.576,0.314,6228,33,140.260,0.151,2.124,0.471,0.909
4,0.023,5.089,0.125,0.657,0.218,0.134,147.437,0.668,0.218,3559,53,142.319,0.143,1.620,0.617,0.918
5,3.816E-4,3.135,0.066,0.081,0.023,0.021,8.233,0.732,0.027,2226,44,145.491,0.023,1.069,0.935,0.868
6,0.006,1.029,0.119,0.420,0.127,0.063,84.847,0.444,0.122,721,125,77.400,0.071,2.022,0.494,0.841
7,0.006,1.963,0.102,0.291,0.101,0.074,161.924,0.869,0.101,1365,64,165.579,0.074,1.373,0.728,0.973
8,0.018,3.513,0.172,0.700,0.200,0.114,89.195,0.457,0.211,2490,194,80.412,0.136,1.757,0.569,0.843
9,9.126E-4,3.066,0.094,0.125,0.040,0.029,83.384,0.739,0.045,2186,84,84.644,0.033,1.399,0.715,0.877
10,0.012,5.312,0.205,0.502,0.178,0.089,95.058,0.618,0.184,3766,83,111.477,0.088,2.003,0.499,0.906
11,0.017,2.910,0.205,0.591,0.200,0.107,31.599,0.606,0.221,2004,185,33.085,0.117,1.870,0.535,0.899
12,0.001,5.438,0.157,0.134,0.046,0.035,130.284,0.891,0.048,3866,99,130.236,0.036,1.326,0.754,0.952
13,3.757E-4,4.825,0.152,0.071,0.025,0.019,15.737,0.940,0.027,3431,111,18.435,0.020,1.333,0.750,0.939
14,0.018,4.070,0.234,0.636,0.191,0.119,120.157,0.554,0.220,2841,112,126.724,0.133,1.613,0.620,0.887
15,0.028,10.685,0.238,0.696,0.210,0.170,4.724,0.726,0.223,7543,185,10.531,0.173,1.239,0.807,0.931
16,0.051,10.986,0.368,1.699,0.394,0.163,83.240,0.220,0.428,7782,409,76.555,0.229,2.409,0.415,0.696
17,0.021,9.625,0.265,0.609,0.207,0.132,73.509,0.726,0.217,6835,266,75.426,0.139,1.567,0.638,0.941
18,0.059,10.119,0.348,1.090,0.357,0.209,102.583,0.620,0.384,7190,127,103.935,0.217,1.709,0.585,0.923
19,3.816E-4,2.530,0.190,0.075,0.025,0.019,164.623,0.856,0.026,1795,137,15.524,0.020,1.293,0.773,0.909
20,0.016,7.120,0.277,0.553,0.190,0.106,95.311,0.648,0.201,5066,130,98.017,0.117,1.797,0.556,0.915
21,0.006,8.791,0.241,0.321,0.100,0.076,122.861,0.731,0.103,6238,154,155.879,0.081,1.325,0.755,0.904
22,0.105,8.946,0.426,2.609,0.475,0.280,41.271,0.193,0.538,6269,447,50.080,0.380,1.693,0.590,0.727
23,0.015,1.080,0.265,0.565,0.189,0.103,13.391,0.605,0.198,699,214,21.125,0.114,1.831,0.546,0.891
24,0.004,4.553,0.251,0.227,0.077,0.060,37.878,0.893,0.079,3225,197,38.501,0.061,1.280,0.781,0.969
25,0.018,1.662,0.310,0.552,0.172,0.131,91.435,0.727,0.185,1171,159,103.614,0.136,1.313,0.761,0.929
26,0.157,10.623,0.702,4.175,0.673,0.298,103.286,0.113,0.812,7491,162,107.277,0.417,2.260,0.442,0.663
27,0.018,8.144,0.329,0.582,0.175,0.129,84.663,0.654,0.181,5787,291,71.985,0.141,1.360,0.735,0.916
28,0.043,0.171,0.409,1.102,0.308,0.177,71.670,0.443,0.336,92,402,77.238,0.193,1.734,0.577,0.853
29,0.005,6.872,0.296,0.279,0.101,0.064,59.207,0.820,0.103,4879,241,49.994,0.063,1.595,0.627,0.970
30,0.007,6.469,0.308,0.334,0.101,0.090,123.708,0.802,0.111,4587,190,131.934,0.094,1.126,0.888,0.945
31,0.013,2.818,0.322,0.483,0.148,0.116,168.223,0.724,0.164,1950,217,5.906,0.126,1.275,0.784,0.927
32,5.645E-4,10.855,0.293,0.094,0.033,0.022,126.446,0.803,0.035,7734,198,126.870,0.025,1.511,0.662,0.895
33,7.789E-4,1.351,0.302,0.110,0.039,0.026,87.683,0.816,0.041,962,200,97.853,0.027,1.522,0.657,0.909
34,0.032,7.912,0.402,0.750,0.258,0.157,139.821,0.711,0.266,5565,223,140.774,0.166,1.650,0.606,0.942
35,0.005,7.312,0.366,0.278,0.087,0.068,41.617,0.756,0.092,5189,280,33.207,0.071,1.263,0.791,0.916
36,0.010,3.865,0.386,0.429,0.132,0.100,21.615,0.705,0.142,2729,319,43.798,0.102,1.319,0.758,0.915
37,0.003,7.404,0.375,0.225,0.074,0.057,70.344,0.823,0.079,5263,292,58.861,0.060,1.305,0.766,0.958
38,0.002,10.318,0.363,0.150,0.052,0.037,150.781,0.849,0.057,7340,247,150.255,0.040,1.400,0.714,0.946
39,0.025,4.450,0.430,0.668,0.228,0.142,1.685,0.716,0.238,3097,289,173.920,0.148,1.604,0.624,0.939
40,0.027,6.114,0.505,1.054,0.252,0.134,112.281,0.300,0.295,4311,273,125.506,0.181,1.877,0.533,0.686
41,0.003,0.792,0.409,0.202,0.069,0.053,154.648,0.890,0.070,543,279,148.841,0.055,1.287,0.777,0.964
42,6.392E-4,5.889,0.404,0.093,0.031,0.026,162.076,0.932,0.033,4189,282,149.036,0.027,1.191,0.840,0.946
43,0.028,2.245,0.539,0.751,0.262,0.134,100.337,0.617,0.276,1593,285,101.709,0.141,1.951,0.513,0.919
44,0.008,10.817,0.474,0.381,0.134,0.072,134.922,0.652,0.140,7683,293,120.669,0.076,1.866,0.536,0.902
45,0.009,2.955,0.497,0.431,0.120,0.099,66.870,0.630,0.138,2097,399,66.571,0.106,1.208,0.828,0.903
46,0.028,0.904,0.567,1.145,0.263,0.136,108.122,0.269,0.280,606,312,108.979,0.162,1.930,0.518,0.803
47,0.008,6.857,0.522,0.372,0.125,0.086,96.058,0.770,0.129,4876,328,103.885,0.091,1.455,0.688,0.932
48,0.010,9.456,0.518,0.451,0.145,0.084,138.861,0.589,0.165,6697,328,142.936,0.088,1.737,0.576,0.880
49,0.005,3.490,0.504,0.308,0.093,0.067,133.161,0.649,0.106,2451,339,143.584,0.070,1.380,0.725,0.879
50,0.003,5.780,0.506,0.259,0.080,0.055,161.049,0.648,0.088,4096,353,160.408,0.062,1.440,0.694,0.891
51,3.009E-4,2.859,0.483,0.064,0.020,0.019,64.093,0.931,0.022,2036,352,55.305,0.020,1.067,0.937,0.930
52,0.024,1.554,0.593,0.893,0.284,0.109,136.603,0.383,0.274,1032,372,144.599,0.141,2.602,0.384,0.791
53,0.015,8.094,0.579,0.660,0.182,0.106,160.288,0.435,0.199,5711,369,158.499,0.133,1.724,0.580,0.769
54,0.001,9.118,0.531,0.141,0.040,0.032,10.378,0.649,0.044,6490,387,50.194,0.037,1.256,0.796,0.823
55,0.023,3.099,0.629,0.644,0.224,0.130,118.382,0.693,0.239,2169,372,118.826,0.140,1.725,0.580,0.936
56,5.783E-4,8.099,0.537,0.100,0.035,0.021,3.845,0.726,0.037,5764,389,24.624,0.022,1.669,0.599,0.887
57,0.005,6.016,0.568,0.286,0.102,0.063,20.509,0.770,0.109,4250,418,24.261,0.069,1.635,0.612,0.947
58,0.004,6.537,0.578,0.247,0.089,0.052,147.549,0.756,0.093,4635,392,149.184,0.057,1.709,0.585,0.928
59,0.013,3.317,0.636,0.467,0.163,0.098,99.943,0.724,0.172,2358,390,103.696,0.103,1.663,0.601,0.950
60,0.004,2.514,0.594,0.256,0.092,0.061,66.930,0.843,0.092,1780,454,68.523,0.061,1.506,0.664,0.964
61,0.036,9.125,0.683,1.005,0.293,0.156,172.126,0.446,0.302,6400,466,159.880,0.171,1.881,0.532,0.836
62,0.014,4.671,0.652,0.640,0.164,0.106,13.267,0.421,0.178,3285,495,20.292,0.123,1.542,0.648,0.860
63,0.075,4.048,0.776,1.571,0.361,0.266,132.496,0.383,0.437,2774,464,148.658,0.326,1.357,0.737,0.799
64,0.026,2.663,0.707,0.697,0.219,0.151,108.527,0.672,0.239,1857,435,123.038,0.156,1.457,0.686,0.921
65,0.012,7.098,0.699,0.512,0.147,0.107,160.292,0.594,0.157,5041,441,128.820,0.119,1.376,0.727,0.861
66,0.002,3.856,0.647,0.169,0.055,0.048,58.677,0.914,0.056,2738,478,55.125,0.049,1.156,0.865,0.963
67,0.003,10.208,0.652,0.231,0.064,0.058,124.399,0.687,0.069,7267,443,107.700,0.061,1.098,0.911,0.889
68,0.029,5.213,0.756,0.870,0.247,0.148,62.386,0.478,0.258,3651,614,50.075,0.163,1.667,0.600,0.858
69,0.018,10.112,0.715,0.531,0.162,0.142,117.407,0.804,0.175,7179,459,119.233,0.144,1.147,0.872,0.956
70,0.011,11.071,0.706,0.460,0.148,0.093,136.747,0.645,0.156,7857,464,138.281,0.103,1.588,0.630,0.923
71,5.153E-4,2.812,0.673,0.084,0.027,0.024,3.175,0.913,0.029,1997,474,144.782,0.024,1.136,0.880,0.948
72,0.002,4.405,0.690,0.168,0.061,0.040,62.349,0.853,0.061,3128,511,55.222,0.041,1.515,0.660,0.957
73,0.029,8.304,0.805,0.777,0.260,0.140,94.627,0.596,0.276,5898,474,106.225,0.161,1.853,0.540,0.886
74,0.011,8.099,0.722,0.437,0.160,0.088,161.490,0.725,0.164,5720,501,168.690,0.091,1.825,0.548,0.950
75,4.740E-4,3.684,0.699,0.084,0.032,0.019,63.634,0.836,0.033,2622,510,67.751,0.020,1.727,0.579,0.927
