 ,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,0.002,0.033,0.033,0.189,0.061,0.045,47.402,0.751,0.067,4,39,33.024,0.047,1.359,0.736,0.859
2,0.005,2.866,0.052,0.290,0.097,0.059,63.464,0.678,0.106,2028,73,69.887,0.064,1.647,0.607,0.898
3,2.471E-4,5.467,0.013,0.063,0.020,0.016,11.510,0.780,0.022,3884,15,39.806,0.017,1.280,0.781,0.877
4,3.934E-4,8.146,0.015,0.076,0.025,0.020,143.284,0.867,0.027,5785,5,141.340,0.021,1.228,0.815,0.930
5,1.601E-4,1.843,0.020,0.047,0.015,0.013,109.512,0.923,0.016,1308,9,109.983,0.014,1.141,0.876,0.900
6,6.919E-4,5.038,0.033,0.106,0.041,0.021,90.200,0.780,0.041,3581,38,74.055,0.022,1.913,0.523,0.928
7,0.005,5.227,0.055,0.269,0.084,0.071,165.174,0.818,0.091,3687,32,170.248,0.071,1.187,0.842,0.939
8,0.005,11.040,0.049,0.318,0.112,0.055,14.174,0.598,0.122,7807,36,1.975,0.062,2.036,0.491,0.874
9,6.642E-4,2.447,0.031,0.104,0.036,0.024,36.129,0.774,0.037,1731,32,43.452,0.027,1.517,0.659,0.877
10,1.463E-4,3.495,0.027,0.045,0.016,0.011,99.213,0.906,0.017,2485,13,104.036,0.013,1.428,0.700,0.892
11,1.898E-4,9.532,0.029,0.054,0.021,0.012,123.707,0.813,0.021,6776,14,113.199,0.013,1.764,0.567,0.873
12,2.194E-4,10.775,0.030,0.057,0.019,0.015,116.040,0.860,0.021,7660,16,118.301,0.016,1.276,0.784,0.884
13,0.003,4.497,0.070,0.243,0.074,0.059,104.026,0.722,0.081,3181,23,139.939,0.064,1.248,0.802,0.914
14,2.155E-4,6.012,0.040,0.055,0.020,0.014,103.043,0.880,0.020,4274,21,105.945,0.015,1.420,0.704,0.905
